"TOA5","CR1000_1436_Folgefonna_Modem","CR1000","E10522","CR1000.Std.29","CPU:Calibration_folgefonna_station_code_1436_040926.CR1","14757","Table15min"
"TIMESTAMP","RECORD","ID","BattV_Min","BattV_TMn","PTemp_C_Avg","P","Tilt_X","Tilt_Y","Latitude_A","Latitude_B","Longitude_A","Longitude_B","MagVar","NumSats","Altitude","FixQual","MaxClockChange","NumClockChange","PPS","SecSinceGPRMC","NMEASent(1)","NMEASent(2)","GNSS_Time","Snow_Height","Signal_Quality","T_Avg","T_2_Avg","U_Avg","U_temp_Avg","U_2_Avg","U_temp_2_Avg"
"TS","RN","","Volts","Volts","Deg C","hPa","","","degrees","minutes","degrees","minutes","degrees","count","meters","code","milliseconds","count","microseconds","seconds","","","","","","","","","","",""
"","","Smp","Min","TMn","Avg","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Avg"
"2026-04-26 00:45:00",447,1436,12.68,"2026-04-26 00:42:00",-11,832,-0.697,1.374,60,3.947,6,23.45,0.6,10,1651,2,0,0,"NAN",0.33,"$GPRMC,004504,A,6003.9465,N,00623.4528,E,000.0,000.0,260426,000.6,E","$GPGGA,004504,6003.9465,N,00623.4528,E,2,10,0.8,1650.9,M,42.0,M,,","",-999,0,-10.99,-10.42,83.6,-11.94,88.3,-10.64
"2026-04-26 01:00:00",448,1436,12.67,"2026-04-26 00:58:00",-11.01,832,-0.654,1.476,60,3.947,6,23.45,0.6,11,1651,2,0,0,"NAN",0.34,"$GPRMC,010004,A,6003.9470,N,00623.4529,E,000.0,000.0,260426,000.6,E","$GPGGA,010004,6003.9470,N,00623.4529,E,2,11,0.9,1650.7,M,42.0,M,,","",-999,0,-10.59,-10.86,81.5,-11.9,88,-10.9
"2026-04-26 01:15:00",449,1436,12.67,"2026-04-26 01:15:00",-11,832,-0.765,1.476,60,3.947,6,23.45,0.6,11,1650,2,0,0,"NAN",0.34,"$GPRMC,011504,A,6003.9468,N,00623.4532,E,000.0,000.0,260426,000.6,E","$GPGGA,011504,6003.9468,N,00623.4532,E,2,11,0.9,1649.9,M,42.0,M,,","",-999,0,-10.78,-10.6,80.8,-11.88,88.1,-10.98
"2026-04-26 01:30:00",450,1436,12.66,"2026-04-26 01:27:00",-11,832,-0.731,1.527,60,3.947,6,23.45,0.6,11,1649,2,0,0,"NAN",0.38,"$GPRMC,013004,A,6003.9469,N,00623.4536,E,000.0,000.0,260426,000.6,E","$GPGGA,013004,6003.9469,N,00623.4536,E,2,11,0.7,1649.3,M,42.0,M,,","",-999,0,-10.54,-10.72,79.89,-11.64,88.3,-10.88
"2026-04-26 01:45:00",451,1436,12.66,"2026-04-26 01:40:00",-10.98,832,-0.765,1.621,60,3.947,6,23.45,0.6,12,1648,2,0,0,"NAN",0.37,"$GPRMC,014504,A,6003.9465,N,00623.4544,E,000.0,000.0,260426,000.6,E","$GPGGA,014504,6003.9465,N,00623.4544,E,2,12,0.7,1648.3,M,42.0,M,,","",-999,0,-10.69,-10.55,80.4,-11.67,88.2,-10.91
"2026-04-26 02:00:00",452,1436,12.66,"2026-04-26 01:53:00",-10.95,833,-0.782,1.442,60,3.946,6,23.45,0.6,12,1648,2,0,0,"NAN",0.37,"$GPRMC,020004,A,6003.9462,N,00623.4540,E,000.0,000.0,260426,000.6,E","$GPGGA,020004,6003.9462,N,00623.4540,E,2,12,0.7,1648.1,M,42.0,M,,","",-999,0,-10.69,-10.54,79.22,-11.84,88.1,-10.87
"2026-04-26 02:15:00",453,1436,12.65,"2026-04-26 02:10:00",-10.89,833,-0.739,1.468,60,3.946,6,23.45,0.6,12,1647,2,0,0,"NAN",0.32,"$GPRMC,021504,A,6003.9459,N,00623.4538,E,000.0,000.0,260426,000.6,E","$GPGGA,021504,6003.9459,N,00623.4538,E,2,12,0.7,1647.3,M,42.0,M,,","",-999,0,-10.83,-11.1,79.15,-11.92,88,-10.98
"2026-04-26 02:30:00",454,1436,12.65,"2026-04-26 02:23:00",-10.87,833,-0.739,1.519,60,3.946,6,23.45,0.6,12,1646,2,0,0,"NAN",0.37,"$GPRMC,023004,A,6003.9457,N,00623.4535,E,000.0,000.0,260426,000.6,E","$GPGGA,023004,6003.9457,N,00623.4535,E,2,12,0.7,1645.9,M,42.0,M,,","",-999,0,-11.03,-10.78,79.74,-12.03,88.1,-11.01
"2026-04-26 02:45:00",455,1436,12.64,"2026-04-26 02:41:00",-10.88,833,-0.586,1.536,60,3.946,6,23.45,0.6,9,1646,2,0,0,"NAN",0.39,"$GPRMC,024504,A,6003.9458,N,00623.4536,E,000.0,000.0,260426,000.6,E","$GPGGA,024504,6003.9458,N,00623.4536,E,2,09,0.8,1646.2,M,42.0,M,,","",-999,0,-10.81,-10.73,79.97,-11.83,88.3,-10.81
"2026-04-26 03:00:00",456,1436,12.64,"2026-04-26 02:57:00",-10.9,833,-0.637,1.493,60,3.946,6,23.45,0.6,11,1648,2,0,0,"NAN",0.35,"$GPRMC,030004,A,6003.9462,N,00623.4539,E,000.0,000.0,260426,000.6,E","$GPGGA,030004,6003.9462,N,00623.4539,E,2,11,0.8,1648.1,M,42.0,M,,","",-999,0,-10.99,-10.86,77.72,-12.02,88.1,-10.88
"2026-04-26 03:15:00",457,1436,12.63,"2026-04-26 03:06:00",-10.9,833,-0.671,1.391,60,3.947,6,23.45,0.6,11,1650,2,0,0,"NAN",0.4,"$GPRMC,031504,A,6003.9468,N,00623.4541,E,000.0,000.0,260426,000.6,E","$GPGGA,031504,6003.9468,N,00623.4541,E,2,11,0.7,1649.6,M,42.0,M,,","",-999,0,-11.19,-10.92,77.88,-12.17,88,-10.97
"2026-04-26 03:30:00",458,1436,12.63,"2026-04-26 03:20:00",-10.97,833,-0.637,1.434,60,3.949,6,23.45,0.6,9,1650,2,0,0,"NAN",0.43,"$GPRMC,033004,A,6003.9485,N,00623.4521,E,000.0,000.0,260426,000.6,E","$GPGGA,033004,6003.9485,N,00623.4521,E,2,09,1.0,1649.7,M,42.0,M,,","",-999,0,-11.42,-11.05,78.27,-12.39,88.1,-10.96
"2026-04-26 03:45:00",459,1436,12.62,"2026-04-26 03:39:00",-11.05,833,-0.62,1.425,60,3.949,6,23.45,0.6,8,1651,2,0,0,"NAN",0.39,"$GPRMC,034504,A,6003.9486,N,00623.4520,E,000.0,000.0,260426,000.6,E","$GPGGA,034504,6003.9486,N,00623.4520,E,2,08,1.1,1650.7,M,42.0,M,,","",-999,0,-11.4,-10.82,78.54,-12.42,88,-11.06
"2026-04-26 04:00:00",460,1436,12.62,"2026-04-26 03:48:00",-11.08,833,-0.663,1.417,60,3.948,6,23.45,0.6,9,1656,2,0,0,"NAN",0.39,"$GPRMC,040004,A,6003.9484,N,00623.4541,E,000.0,000.0,260426,000.6,E","$GPGGA,040004,6003.9484,N,00623.4541,E,2,09,1.2,1655.5,M,42.0,M,,","",-999,0,-11.44,-10.64,80.4,-12.43,88.2,-10.95
"2026-04-26 04:15:00",461,1436,12.62,"2026-04-26 04:02:00",-10.96,833,-0.722,1.595,60,3.949,6,23.45,0.6,9,1656,2,0,0,"NAN",0.39,"$GPRMC,041504,A,6003.9494,N,00623.4530,E,000.0,000.0,260426,000.6,E","$GPGGA,041504,6003.9494,N,00623.4530,E,2,09,1.0,1655.9,M,42.0,M,,","",-999,0,-10.78,-10.31,83.2,-11.85,88.7,-10.51
"2026-04-26 04:30:00",462,1436,12.64,"2026-04-26 04:16:00",-10.48,833,-0.756,1.697,60,3.947,6,23.46,0.6,10,1657,2,0,0,"NAN",0.4,"$GPRMC,043004,A,6003.9474,N,00623.4568,E,000.0,000.0,260426,000.6,E","$GPGGA,043004,6003.9474,N,00623.4568,E,2,10,0.8,1657.0,M,42.0,M,,","",-999,0,-9.77,-9.61,81.8,-10.86,89,-10.12
"2026-04-26 04:45:00",463,1436,12.66,"2026-04-26 04:31:00",-9.63,833,-0.629,1.799,60,3.947,6,23.46,0.6,10,1655,2,0,0,"NAN",0.38,"$GPRMC,044504,A,6003.9466,N,00623.4551,E,000.0,000.0,260426,000.6,E","$GPGGA,044504,6003.9466,N,00623.4551,E,2,10,0.8,1655.4,M,42.0,M,,","",-999,0,-9.05,-9.49,74.87,-10.34,88.9,-9.86
"2026-04-26 05:00:00",464,1436,12.68,"2026-04-26 04:47:00",-8.4,833,-0.765,1.91,60,3.947,6,23.45,0.6,11,1657,2,0,0,"NAN",0.39,"$GPRMC,050004,A,6003.9470,N,00623.4546,E,000.0,000.0,260426,000.6,E","$GPGGA,050004,6003.9470,N,00623.4546,E,2,11,0.7,1657.0,M,42.0,M,,","",-999,0,-8.37,-9.16,68.94,-9.74,89.4,-9.4
"2026-04-26 05:15:00",465,1436,12.71,"2026-04-26 05:02:00",-7.288,833,-0.841,1.876,60,3.947,6,23.45,0.6,11,1657,2,0,0,"NAN",0.39,"$GPRMC,051504,A,6003.9474,N,00623.4543,E,000.0,000.0,260426,000.6,E","$GPGGA,051504,6003.9474,N,00623.4543,E,2,11,0.7,1656.6,M,42.0,M,,","",-999,0,-9.1,-9.45,66.05,-10.21,88.7,-9.48
"2026-04-26 05:30:00",466,1436,12.72,"2026-04-26 05:27:00",-6.688,833,-0.725,1.822,60,3.946,6,23.45,0.6,9,1648,2,0,0,"NAN",0.43,"$GPRMC,053004,A,6003.9458,N,00623.4543,E,000.0,000.0,260426,000.6,E","$GPGGA,053004,6003.9458,N,00623.4543,E,2,09,1.0,1648.3,M,42.0,M,,","",-999,0,-10,-9.45,71.12,-10.94,88.4,-9.81
"2026-04-26 05:45:00",467,1436,12.74,"2026-04-26 05:31:00",-6.536,833,-0.734,2.077,60,3.946,6,23.45,0.6,9,1649,2,0,0,"NAN",0.41,"$GPRMC,054504,A,6003.9462,N,00623.4537,E,000.0,000.0,260426,000.6,E","$GPGGA,054504,6003.9462,N,00623.4537,E,2,09,0.9,1648.5,M,42.0,M,,","",-999,0,-8.59,-9.23,71.14,-9.84,89,-9.54
"2026-04-26 06:00:00",468,1436,12.82,"2026-04-26 05:46:00",-5.553,833,-0.829,1.973,60,3.947,6,23.45,0.6,9,1652,2,0,0,"NAN",0.45,"$GPRMC,060004,A,6003.9471,N,00623.4527,E,000.0,000.0,260426,000.6,E","$GPGGA,060004,6003.9471,N,00623.4527,E,2,09,1.0,1652.3,M,42.0,M,,","",-999,0,-7.753,-8.89,55.84,-8.87,89.5,-9.06
"2026-04-26 06:15:00",469,1436,12.83,"2026-04-26 06:06:00",-5.384,833,-0.761,1.981,60,3.948,6,23.45,0.6,10,1649,2,0,0,"NAN",0.41,"$GPRMC,061504,A,6003.9475,N,00623.4531,E,000.0,000.0,260426,000.6,E","$GPGGA,061504,6003.9475,N,00623.4531,E,2,10,0.9,1649.4,M,42.0,M,,","",-999,0,-9.69,-9.96,61.73,-10.5,87.5,-10.06
"2026-04-26 06:30:00",470,1436,12.85,"2026-04-26 06:16:00",-5.85,833,-0.745,1.828,60,3.947,6,23.45,0.6,9,1644,2,0,0,"NAN",0.42,"$GPRMC,063004,A,6003.9468,N,00623.4532,E,000.0,000.0,260426,000.6,E","$GPGGA,063004,6003.9468,N,00623.4532,E,2,09,1.3,1644.3,M,42.0,M,,","",-999,0,-10.2,-9.81,73.34,-10.95,88.4,-10.13
"2026-04-26 06:45:00",471,1436,12.89,"2026-04-26 06:31:00",-6.055,833,-0.762,2.049,60,3.947,6,23.45,0.6,9,1648,2,0,0,"NAN",0.39,"$GPRMC,064504,A,6003.9472,N,00623.4536,E,000.0,000.0,260426,000.6,E","$GPGGA,064504,6003.9472,N,00623.4536,E,2,09,0.8,1647.6,M,42.0,M,,","",-999,0,-9.46,-9.68,74.53,-10.41,88.8,-9.79
"2026-04-26 07:00:00",472,1436,13.02,"2026-04-26 06:46:00",-5.171,834,-0.898,2.1,60,3.948,6,23.46,0.6,11,1652,2,0,0,"NAN",0.39,"$GPRMC,070004,A,6003.9482,N,00623.4555,E,000.0,000.0,260426,000.6,E","$GPGGA,070004,6003.9482,N,00623.4555,E,2,11,0.8,1652.4,M,42.0,M,,","",-999,0,-8.17,-9.12,62.54,-9.18,89.2,-9.22
"2026-04-26 07:15:00",473,1436,13.05,"2026-04-26 07:01:00",-4.401,834,-0.855,2.024,60,3.948,6,23.45,0.6,12,1651,2,0,0,"NAN",0.37,"$GPRMC,071504,A,6003.9483,N,00623.4546,E,000.0,000.0,260426,000.6,E","$GPGGA,071504,6003.9483,N,00623.4546,E,2,12,0.7,1650.8,M,42.0,M,,","",-999,0,-8.04,-9.03,57.51,-8.92,89,-9.06
"2026-04-26 07:30:00",474,1436,13.12,"2026-04-26 07:16:00",-3.639,834,-0.813,2.236,60,3.948,6,23.45,0.6,12,1651,2,0,0,"NAN",0.4,"$GPRMC,073004,A,6003.9482,N,00623.4548,E,000.0,000.0,260426,000.6,E","$GPGGA,073004,6003.9482,N,00623.4548,E,2,12,0.8,1650.7,M,42.0,M,,","",-999,0,-6.709,-8.23,55.31,-7.753,90.3,-8.45
"2026-04-26 07:45:00",475,1436,13.14,"2026-04-26 07:31:00",-3.027,834,-0.787,2.117,60,3.948,6,23.45,0.6,12,1648,2,0,0,"NAN",0.41,"$GPRMC,074504,A,6003.9479,N,00623.4547,E,000.0,000.0,260426,000.6,E","$GPGGA,074504,6003.9479,N,00623.4547,E,2,12,0.8,1648.2,M,42.0,M,,","",-999,0,-7.209,-8.76,54.61,-7.993,89.1,-8.65
"2026-04-26 08:00:00",476,1436,13.22,"2026-04-26 07:51:00",-2.723,834,-0.915,2.058,60,3.948,6,23.45,0.6,12,1646,2,0,0,"NAN",0.43,"$GPRMC,080004,A,6003.9475,N,00623.4547,E,000.0,000.0,260426,000.6,E","$GPGGA,080004,6003.9475,N,00623.4547,E,2,12,0.8,1645.9,M,42.0,M,,","",-999,0,-7.255,-8.89,59.36,-8.12,88.6,-9.02
"2026-04-26 08:15:00",477,1436,13.22,"2026-04-26 08:08:00",-2.487,834,-0.813,2.296,60,3.948,6,23.45,0.6,11,1645,2,0,0,"NAN",0.4,"$GPRMC,081504,A,6003.9476,N,00623.4544,E,000.0,000.0,260426,000.6,E","$GPGGA,081504,6003.9476,N,00623.4544,E,2,11,0.7,1645.1,M,42.0,M,,","",-999,0,-7.046,-8.58,57.89,-7.936,89.1,-8.91
"2026-04-26 08:30:00",478,1436,13.23,"2026-04-26 08:16:00",-2.274,834,-0.796,2.185,60,3.948,6,23.45,0.6,12,1646,2,0,0,"NAN",0.45,"$GPRMC,083004,A,6003.9482,N,00623.4546,E,000.0,000.0,260426,000.6,E","$GPGGA,083004,6003.9482,N,00623.4546,E,2,12,0.7,1645.6,M,42.0,M,,","",-999,0,-6.513,-8.14,51.01,-7.379,89.6,-8.45
"2026-04-26 08:45:00",479,1436,13.27,"2026-04-26 08:31:00",-2.164,834,-0.779,2.262,60,3.948,6,23.45,0.6,10,1646,2,0,0,"NAN",0.44,"$GPRMC,084504,A,6003.9484,N,00623.4536,E,000.0,000.0,260426,000.6,E","$GPGGA,084504,6003.9484,N,00623.4536,E,2,10,0.8,1645.5,M,42.0,M,,","",-999,0,-6.639,-8.32,51.14,-7.487,88.5,-8.65
"2026-04-26 09:00:00",480,1436,13.28,"2026-04-26 09:00:00",-1.913,834,-0.813,2.228,60,3.949,6,23.45,0.6,9,1646,2,0,0,"NAN",0.43,"$GPRMC,090004,A,6003.9486,N,00623.4541,E,000.0,000.0,260426,000.6,E","$GPGGA,090004,6003.9486,N,00623.4541,E,2,09,0.8,1645.5,M,42.0,M,,","",-999,0,-6.341,-8.06,54.4,-7.17,89.2,-8.54
"2026-04-26 09:15:00",481,1436,13.3,"2026-04-26 09:01:00",-1.71,834,-0.796,2.33,60,3.949,6,23.46,0.6,10,1646,2,0,0,"NAN",0.44,"$GPRMC,091504,A,6003.9492,N,00623.4550,E,000.0,000.0,260426,000.6,E","$GPGGA,091504,6003.9492,N,00623.4550,E,2,10,0.8,1645.8,M,42.0,M,,","",-999,0,-6.948,-8.31,61.94,-7.651,88.7,-8.53
"2026-04-26 09:30:00",482,1436,13.31,"2026-04-26 09:17:00",-1.988,834,-0.872,2.253,60,3.95,6,23.46,0.6,11,1645,2,0,0,"NAN",0.41,"$GPRMC,093004,A,6003.9495,N,00623.4552,E,000.0,000.0,260426,000.6,E","$GPGGA,093004,6003.9495,N,00623.4552,E,2,11,0.7,1645.3,M,42.0,M,,","",-999,0,-7.272,-8.47,76,-8.02,89.5,-8.34
"2026-04-26 09:45:00",483,1436,13.33,"2026-04-26 09:35:00",-2.281,834,-0.847,2.194,60,3.95,6,23.46,0.6,9,1645,2,0,0,"NAN",0.41,"$GPRMC,094504,A,6003.9497,N,00623.4560,E,000.0,000.0,260426,000.6,E","$GPGGA,094504,6003.9497,N,00623.4560,E,2,09,0.9,1644.9,M,42.0,M,,","",-999,0,-7.22,-8.02,74.77,-7.962,89.4,-8.21
"2026-04-26 10:00:00",484,1436,13.33,"2026-04-26 09:46:00",-2.356,835,-0.957,2.313,60,3.95,6,23.46,0.6,11,1645,2,0,0,"NAN",0.44,"$GPRMC,100004,A,6003.9496,N,00623.4565,E,000.0,000.0,260426,000.6,E","$GPGGA,100004,6003.9496,N,00623.4565,E,2,11,0.9,1645.2,M,42.0,M,,","",-999,0,-6.298,-7.706,56.8,-7.119,89.1,-8.26
"2026-04-26 10:15:00",485,1436,13.34,"2026-04-26 10:09:00",-2.253,835,-0.889,2.287,60,3.949,6,23.46,0.6,11,1646,2,0,0,"NAN",0.44,"$GPRMC,101504,A,6003.9494,N,00623.4563,E,000.0,000.0,260426,000.6,E","$GPGGA,101504,6003.9494,N,00623.4563,E,2,11,0.8,1645.6,M,42.0,M,,","",-999,0,-6.552,-7.669,66.29,-7.303,89.4,-7.987
"2026-04-26 10:30:00",486,1436,13.36,"2026-04-26 10:16:00",-2.125,835,-0.804,2.381,60,3.949,6,23.46,0.6,11,1646,2,0,0,"NAN",0.48,"$GPRMC,103004,A,6003.9493,N,00623.4563,E,000.0,000.0,260426,000.6,E","$GPGGA,103004,6003.9493,N,00623.4563,E,2,11,0.8,1645.6,M,42.0,M,,","",-999,0,-5.938,-7.431,66.33,-6.727,89.5,-7.715
"2026-04-26 10:45:00",487,1436,13.37,"2026-04-26 10:44:00",-1.74,835,-0.855,2.338,60,3.95,6,23.46,0.6,12,1646,2,0,0,"NAN",0.43,"$GPRMC,104504,A,6003.9499,N,00623.4552,E,000.0,000.0,260426,000.6,E","$GPGGA,104504,6003.9499,N,00623.4552,E,2,12,0.7,1645.9,M,42.0,M,,","",-999,0,-6.484,-7.393,71.02,-7.043,89.4,-7.677
"2026-04-26 11:00:00",488,1436,13.38,"2026-04-26 10:59:00",-1.594,835,-0.991,2.304,60,3.95,6,23.45,0.6,12,1647,2,0,0,"NAN",0.44,"$GPRMC,110004,A,6003.9500,N,00623.4545,E,000.0,000.0,260426,000.6,E","$GPGGA,110004,6003.9500,N,00623.4545,E,2,12,0.7,1646.6,M,42.0,M,,","",-999,0,-6.583,-6.849,77.35,-7.303,90.3,-7.506
"2026-04-26 11:15:00",489,1436,13.37,"2026-04-26 11:05:00",-1.604,835,-0.872,2.219,60,3.95,6,23.45,0.6,12,1647,2,0,0,"NAN",0.45,"$GPRMC,111504,A,6003.9499,N,00623.4540,E,000.0,000.0,260426,000.6,E","$GPGGA,111504,6003.9499,N,00623.4540,E,2,12,0.7,1646.5,M,42.0,M,,","",-999,0,-6.869,-7.579,79.06,-7.423,90.1,-7.512
"2026-04-26 11:30:00",490,1436,13.4,"2026-04-26 11:16:00",-1.729,835,-0.804,2.296,60,3.949,6,23.45,0.6,11,1645,2,0,0,"NAN",0.5,"$GPRMC,113004,A,6003.9492,N,00623.4537,E,000.0,000.0,260426,000.6,E","$GPGGA,113004,6003.9492,N,00623.4537,E,2,11,0.9,1644.7,M,42.0,M,,","",-999,0,-6.268,-7.284,77.09,-6.898,90.6,-7.252
"2026-04-26 11:45:00",491,1436,13.43,"2026-04-26 11:31:00",-1.553,835,-0.864,2.347,60,3.949,6,23.45,0.6,11,1642,2,0,0,"NAN",0.44,"$GPRMC,114504,A,6003.9494,N,00623.4538,E,000.0,000.0,260426,000.6,E","$GPGGA,114504,6003.9494,N,00623.4538,E,2,11,0.8,1642.4,M,42.0,M,,","",-999,0,-6.341,-7.274,77.91,-6.955,90.4,-7.259
"2026-04-26 12:00:00",492,1436,13.43,"2026-04-26 11:58:00",-0.689,835,-0.957,2.559,60,3.95,6,23.45,0.6,12,1640,2,0,0,"NAN",0.44,"$GPRMC,120004,A,6003.9500,N,00623.4529,E,000.0,000.0,260426,000.6,E","$GPGGA,120004,6003.9500,N,00623.4529,E,2,12,0.7,1639.8,M,42.0,M,,","",-999,0,-4.245,-6.601,60.03,-4.899,90.3,-6.622
"2026-04-26 12:15:00",493,1436,13.41,"2026-04-26 12:15:00",0.496,835,-1.008,2.491,60,3.949,6,23.45,0.6,9,1635,2,0,0,"NAN",0.42,"$GPRMC,121504,A,6003.9488,N,00623.4523,E,000.0,000.0,260426,000.6,E","$GPGGA,121504,6003.9488,N,00623.4523,E,2,09,0.7,1635.4,M,42.0,M,,","",-999,0,-5.15,-7.063,59.77,-5.699,87.3,-6.902
"2026-04-26 12:30:00",494,1436,13.44,"2026-04-26 12:20:00",1.11,835,-0.83,2.406,60,3.948,6,23.45,0.6,10,1633,2,0,0,"NAN",0.49,"$GPRMC,123004,A,6003.9476,N,00623.4529,E,000.0,000.0,260426,000.6,E","$GPGGA,123004,6003.9476,N,00623.4529,E,2,10,1.3,1633.0,M,42.0,M,,","",-999,0,-4.744,-6.4,67.16,-5.337,89.5,-6.489
"2026-04-26 12:45:00",495,1436,13.46,"2026-04-26 12:35:00",1.035,835,-0.958,2.397,60,3.948,6,23.45,0.6,8,1636,2,0,0,"NAN",0.5,"$GPRMC,124504,A,6003.9480,N,00623.4523,E,000.0,000.0,260426,000.6,E","$GPGGA,124504,6003.9480,N,00623.4523,E,2,08,1.0,1635.8,M,42.0,M,,","",-999,0,-5.727,-6.461,75.5,-6.264,89.7,-6.732
"2026-04-26 13:00:00",496,1436,13.52,"2026-04-26 12:48:00",0.543,836,-0.864,2.508,60,3.949,6,23.45,0.6,10,1639,2,0,0,"NAN",0.5,"$GPRMC,130004,A,6003.9487,N,00623.4516,E,000.0,000.0,260426,000.6,E","$GPGGA,130004,6003.9487,N,00623.4516,E,2,10,0.9,1638.7,M,42.0,M,,","",-999,0,-5.794,-6.531,75.84,-6.429,90.1,-6.859
"2026-04-26 13:15:00",497,1436,13.57,"2026-04-26 13:01:00",0.128,836,-0.906,2.466,60,3.949,6,23.45,0.6,10,1640,2,0,0,"NAN",0.5,"$GPRMC,131504,A,6003.9485,N,00623.4514,E,000.0,000.0,260426,000.6,E","$GPGGA,131504,6003.9485,N,00623.4514,E,2,10,1.0,1639.9,M,42.0,M,,","",-999,0,-5.62,-6.851,74.63,-6.279,90,-6.868
"2026-04-26 13:30:00",498,1436,13.5,"2026-04-26 13:21:00",-0.117,836,-0.94,2.33,60,3.949,6,23.45,0.6,12,1641,2,0,0,"NAN",0.5,"$GPRMC,133004,A,6003.9485,N,00623.4510,E,000.0,000.0,260426,000.6,E","$GPGGA,133004,6003.9485,N,00623.4510,E,2,12,0.7,1640.6,M,42.0,M,,","",-999,0,-5.904,-6.436,75.46,-6.489,89.7,-6.862
"2026-04-26 13:45:00",499,1436,13.56,"2026-04-26 13:31:00",-0.554,836,-0.898,2.372,60,3.95,6,23.45,0.6,11,1645,2,0,0,"NAN",0.49,"$GPRMC,134504,A,6003.9497,N,00623.4521,E,000.0,000.0,260426,000.6,E","$GPGGA,134504,6003.9497,N,00623.4521,E,2,11,0.8,1645.0,M,42.0,M,,","",-999,0,-5.872,-6.687,78.48,-6.476,90.3,-6.913
"2026-04-26 14:00:00",500,1436,13.56,"2026-04-26 13:47:00",-1.045,835,-0.804,2.228,60,3.951,6,23.45,0.6,11,1649,2,0,0,"NAN",0.49,"$GPRMC,140004,A,6003.9505,N,00623.4514,E,000.0,000.0,260426,000.6,E","$GPGGA,140004,6003.9505,N,00623.4514,E,2,11,0.7,1648.6,M,42.0,M,,","",-999,0,-5.911,-6.663,78.84,-6.439,90.3,-6.901
"2026-04-26 14:15:00",501,1436,13.48,"2026-04-26 14:13:00",-1.553,835,-0.957,2.16,60,3.951,6,23.45,0.6,10,1649,2,0,0,"NAN",0.5,"$GPRMC,141504,A,6003.9505,N,00623.4505,E,000.0,000.0,260426,000.6,E","$GPGGA,141504,6003.9505,N,00623.4505,E,2,10,0.8,1649.3,M,42.0,M,,","",-999,0,-6.192,-6.916,79.4,-6.698,90.4,-6.951
"2026-04-26 14:30:00",502,1436,13.45,"2026-04-26 14:23:00",-2.027,835,-0.728,2.287,60,3.95,6,23.45,0.6,10,1649,2,0,0,"NAN",0.49,"$GPRMC,143004,A,6003.9504,N,00623.4500,E,000.0,000.0,260426,000.6,E","$GPGGA,143004,6003.9504,N,00623.4500,E,2,10,0.8,1649.4,M,42.0,M,,","",-999,0,-6.357,-7.033,81.2,-7.075,90.4,-7.082
"2026-04-26 14:45:00",503,1436,13.44,"2026-04-26 14:43:00",-2.413,835,-0.728,2.032,60,3.951,6,23.45,0.6,11,1650,2,0,0,"NAN",0.5,"$GPRMC,144504,A,6003.9505,N,00623.4490,E,000.0,000.0,260426,000.6,E","$GPGGA,144504,6003.9505,N,00623.4490,E,2,11,0.8,1649.8,M,42.0,M,,","",-999,0,-6.514,-7.045,81.5,-7.151,90.1,-7.119
"2026-04-26 15:00:00",504,1436,13.43,"2026-04-26 14:57:00",-2.757,835,-0.736,2.032,60,3.951,6,23.45,0.6,11,1650,2,0,0,"NAN",0.5,"$GPRMC,150004,A,6003.9505,N,00623.4493,E,000.0,000.0,260426,000.6,E","$GPGGA,150004,6003.9505,N,00623.4493,E,2,11,0.8,1649.5,M,42.0,M,,","",-999,0,-6.694,-7.169,82.5,-7.366,90.1,-7.259
"2026-04-26 15:15:00",505,1436,13.43,"2026-04-26 15:01:00",-3.073,835,-0.719,2.041,60,3.95,6,23.45,0.6,9,1649,2,0,0,"NAN",0.51,"$GPRMC,151504,A,6003.9500,N,00623.4502,E,000.0,000.0,260426,000.6,E","$GPGGA,151504,6003.9500,N,00623.4502,E,2,09,1.1,1649.3,M,42.0,M,,","",-999,0,-6.794,-7.282,82.3,-7.487,90.3,-7.423
"2026-04-26 15:30:00",506,1436,13.42,"2026-04-26 15:28:00",-3.368,835,-0.736,2.032,60,3.949,6,23.45,0.6,10,1646,2,0,0,"NAN",0.49,"$GPRMC,153004,A,6003.9494,N,00623.4512,E,000.0,000.0,260426,000.6,E","$GPGGA,153004,6003.9494,N,00623.4512,E,2,10,0.9,1646.4,M,42.0,M,,","",-999,0,-6.768,-7.2,80.4,-7.385,90.2,-7.202
"2026-04-26 15:45:00",507,1436,13.43,"2026-04-26 15:31:00",-3.719,835,-0.736,2.024,60,3.95,6,23.45,0.6,11,1646,2,0,0,"NAN",0.5,"$GPRMC,154504,A,6003.9496,N,00623.4517,E,000.0,000.0,260426,000.6,E","$GPGGA,154504,6003.9496,N,00623.4517,E,2,11,0.7,1646.3,M,42.0,M,,","",-999,0,-6.903,-7.228,80.1,-7.651,90.4,-7.227
